RowID,Category,Confidence,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,sales,Sup_Qty,Amz_Qty,Qty_Ratio,Adjusted_Profit,Pack_Verdict,Key_Match_Evidence,Filter_Reason,is_exact_ean_strict,title_match
1899,EXCLUDED,30,5052578030205,5065015049005,B0BQY3FYLQ,BETTINA EXFOLIATING GLOVE,"Temple Spring Exfoliating Glove, Carbonized Rayon Bamboo Body Scrubber, Loofah Exfoliating Mitt, Shower Scrubber Wash Cloth, Body Exfoliator Scrub, Loofa Shower Gloves Bath Sponge - Black",0.804,3.99,0.275,0.00225409836065573,500,1.0,1.0,1.0,0.275,1:1 Match,Weak evidence,Insufficient match evidence,False,0.19811320754716982
1900,EXCLUDED,30,5014348247626,nan,B005839KVY,BEAUFORT JUICE JUG 2LTR,Thumbs Up 2 Litre Fridge Jug Clear 2.0L,1.608,6.67,0.424583333333333,0.00224647266313932,50,1.0,1.0,1.0,0.424583333333333,1:1 Match,Product: jug,Insufficient match evidence,False,0.41935483870967744
1901,HIGHLY_LIKELY_EXCLUDED,60,5055319524704,nan,B0F1XPML23,RAPIDE SUPER GLUE GEL 3G,"3g (6 Pack), Super Glue Gel, All Purpose, Fast Setting, No Run Formula with Anti Clog Cap, Ideal for Metal, Ceramics, Leather & More",0.6,3.99,0.235,0.00223809523809523,900,1.0,6.0,6.0,-2.765,BUNDLE (6x) - LOSS,Product: glue,Match confirmed but unprofitable: Adj Profit=£-2.77,False,0.23076923076923078
1902,FILTERED,40,nan,nan,B0B2QVPP6S,FESTIVE MAGIC CHRISTMAS RIBBON CANDT CANE 50MM X 2.7M,"25 Pcs Candy Cane Christmas Decorations, Red and White Plastic Candy Canes for Tree, Xmas Holiday Home Party Supplies",1.14,5.99,0.332916666666666,0.00221944444444444,800,1.0,25.0,25.0,-27.027083333333334,BUNDLE (25x) - LOSS,-,Unprofitable: Adj Profit=£-27.03,False,0.36470588235294116
1903,HIGHLY_LIKELY_EXCLUDED,60,5038135558504,nan,B08G1Q1L46,BAKER & SALT SWISS ROLL TRAY,Baker & Salt Non-Stick Swiss Roll Tray 32 x 23.5 x 1cm,3.22799999999999,8.99,0.717916666666666,0.00221579218106995,600,1.0,23.0,23.0,-70.29808333333311,BUNDLE (23x) - LOSS,Brand: baker & salt; Product: tray; Title sim: 68%,Match confirmed but unprofitable: Adj Profit=£-70.30,False,0.6829268292682927
1904,NEEDS_VERIFICATION,60,5011802242111,5010608056250,B000TAUFFG,YALE ESSENTIALS DEADLOCK P/BRASS 64MM,"Yale British Standard 5 Lever Mortice Deadlock, High Security, Visi Pack, Suitable for External Doors, Brass Finish, 2.5 Inch/64 mm",8.136,16.99,1.61833333333333,0.00220782173715325,200,1.0,1.0,1.0,1.61833333333333,1:1 Match,Product: lock,Confirm brand on packaging,False,0.35714285714285715
1905,NEEDS_VERIFICATION,61,5026180084161,5026180084178,B087ZKBSWC,APOLLO COFFEE PLUNGER 1L PP FRAME,French Press 12 Cup Coffee Plunger - 1500ml Capacity - Easy-Clean Filter - Heat Resistant Frame and Handle,7.188,16.47,1.43499999999999,0.00219418960244648,100,1.0,1.0,1.0,1.43499999999999,1:1 Match,-,Verify match: moderate title similarity,False,0.38848920863309355
1906,EXCLUDED,30,5013159803144,nan,B0CDVVQPX7,ELLIOTT NAIL BRUSHES LARGE PK6,"5V 3A Power Supply Adapter Charger Cord, 100V-240V AC to DC 5 Volt fit for 5Vdc 3A 2.5A 2A 1.5A 1A 0.5A Electronic Equipment, with Interchangeable Tips, UKCA Certificate.",4.90799999999999,12.66,1.01,0.00217672413793103,50,1.0,1.0,1.0,1.01,1:1 Match,Weak evidence,Insufficient match evidence,False,0.12
1907,EXCLUDED,30,5056239402684,5060724620552,B08NCKYCBR,XL MONEY TINS - TRAVEL,"SAPRAÂ® | BANKNOTE EXTRA LARGE JUMBO MONEY TIN SIZE 1PACK | 4 designs: Â£5, Â£10, Â£20 and Â£50",1.944,10.99,0.468333333333332,0.00215821812596005,50,1.0,1.0,1.0,0.468333333333332,1:1 Match,Weak evidence,Insufficient match evidence,False,0.27350427350427353
1908,EXCLUDED,30,5014348291469,nan,B003NU37MW,BEAUFORT MEASURE ULTIMATE JUG 2LTR,Beaufort - 2 Litre Clear Plastic Measuring Jug,0.744,5.41,0.252083333333333,0.0021545584045584002,200,1.0,1.0,1.0,0.252083333333333,1:1 Match,Title sim: 50%,Insufficient match evidence,False,0.5
1909,EXCLUDED,30,5055566971740,5060984596987,B0C6FQLPV3,JAUNTY PARTYWARE BALLOONS TWIST 15,Jaunty Partyware 15x Large Punch Balloons for Kids Ideal Party Bag Fillers - 12 Inch Large Size - Assorted Colours - Fun Childrenâ€™s Party Ideas - Thick & Strong - Easy to Inflate,1.008,4.99,0.298333333333334,0.0021462829736210998,400,1.0,1.0,1.0,0.298333333333334,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2897196261682243
1910,FILTERED,40,8697409840263,nan,B0CGDLWCWH,THL DUSTPAN & BRUSH LONG ZP129,"Ibywind Screen Protector For OnePlus Nord 3 5G 6.74""[2 Pack],9H Hardness Tempered Glass,With 1Pc Camera Lens Protector,Easy to Install",3.15599999999999,8.09,0.681666666666667,0.00214360587002096,50,1.0,2.0,2.0,-2.474333333333323,BUNDLE (2x) - LOSS,-,Unprofitable: Adj Profit=£-2.47,False,0.0975609756097561
1911,EXCLUDED,30,5050796010108,5060316212165,B002P9YBTU,BRIGHT & HOMELY HANGERS WOODEN 5 PACK,HANGERWORLD Box of 10 Wooden 45cm Coat Clothes Garment Hangers with Non Slip Trouser Bar (Natural),2.676,9.99,0.595,0.00214028776978417,300,5.0,1.0,0.2,2.7358000000000002,SPLIT (1/5) - OK,Weak evidence,Insufficient match evidence,False,0.3111111111111111
1912,EXCLUDED,30,5053844154441,5037331032078,B09P58TDMW,PREMIER 480 LED MULTI ACTION LIGHTS WHITE,"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",20.0879999999999,32.0,3.69666666666667,0.00213803740119529,400,1.0,1.0,1.0,3.69666666666667,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2430939226519337
1913,EXCLUDED,30,5050565339607,641926149901,B085WJWDNW,FLAMINGO MINI HAIR BRUSH,Hair Brush Mini Boar Bristle Hairbrush Pocket Travel Small Paddle Hair Brush for Men Women Kids for Thick Curly Thin Long Short Wet or Dry Hair Detangle Massage Add Shine,1.14,5.94,0.32,0.00213333333333333,500,1.0,1.0,1.0,0.32,1:1 Match,Product: brush,Insufficient match evidence,False,0.18556701030927836
1914,EXCLUDED,30,5052516217668,nan,B0F23YWJW9,SMART CHOICE GLOW IN THE DARK ROPE DOG TOY 6 ASSTD,"Zip witn 6 String Toy for Pets, Glow in The Dark Rope Launcher Cat and Dog Toys (6PC Single Rope)",1.944,5.99,0.461666666666666,0.0021274961597542203,50,1.0,1.0,1.0,0.461666666666666,1:1 Match,Product: rope; Title sim: 54%,Insufficient match evidence,False,0.54421768707483
1915,EXCLUDED,30,5024418634232,nan,B0D97LYYDY,CHRISTMAS DIFFUSERS GINGERBREAD 30ML SET OF 3,"SALUBRITO Christmas Essential Oils Set, Winter Holiday Fragrance Oil Gift Set for Diffuser, Candle, Soap Making, Candy Cane, Christmas Tree, Christmas Pudding, Apple Cinnamon, Gingerbread, Mistletoe",3.96,9.99,0.81625,0.00212012987012987,900,3.0,1.0,0.3333333333333333,3.4562500000000003,SPLIT (1/3) - OK,Weak evidence,Insufficient match evidence,False,0.3045267489711934
1916,FILTERED,40,8694064011823,nan,B0B4WZ4G5R,HOBBY 3 TREND STORAGE BOX & LID 2.5LTR,"BH | 3L - 2 PCS Clear Plastic Storage Box with Lids | SMALL Size | Storage Containers Use for Home, office, Kitchen, Toys and Goods (3 Litres) - By BEST HOUSE",3.96,9.99,0.81625,0.00212012987012987,300,1.0,2.0,2.0,-3.14375,BUNDLE (2x) - LOSS,-,Unprofitable: Adj Profit=£-3.14,False,0.2653061224489796
1917,FILTERED,40,5055543255320,761408084169,B0FQVWC67F,FX POWABUD BRAIDED USB DATA CABLE IPHONE BLACK,"iPhone Charger Cable 2M 2Pack, [Apple MFi Certified] iPhone Cable Fast Charging Nylon Braided USB to Lightning Cable Lead, iphone Lead wire for Apple iphone 14 13 12 11 Pro Max X 8 7 6 Plus,iPad iPods",2.616,6.98,0.576666666666667,0.00211233211233211,300,1.0,2.0,2.0,-2.039333333333333,BUNDLE (2x) - LOSS,-,Unprofitable: Adj Profit=£-2.04,False,0.024390243902439025
1918,EXCLUDED,30,8003653012002,6977916574298,B0F4DK5VSX,TONKITA TOILET BRUSH & HOLDER BOMBER,"HELLCOOL Switch 2 Case for Nintendo Switch 2025/Switch/OLED - Waterproof Travel Carry Case with Shockproof EVA Padding, 10 Game Card Slots & Switch Accessory Storage Pouch",3.432,10.44,0.719999999999999,0.00211143695014662,100,1.0,1.0,1.0,0.719999999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.14492753623188406
1919,FILTERED,40,6923456808652,nan,B09BRHHTNS,FOLDING CAMP STOOL,ZENO Folding Camping Stool Portable 4PCS | Small Fishing Chair | Foldable Camping Footstool | Lightweight Fishing Stool with Stable Flat Feet | Ideal for Camping Fishing Picnic Garden BBQ,5.34,11.95,1.05458333333333,0.0021091666666666602,100,1.0,4.0,4.0,-14.96541666666667,BUNDLE (4x) - LOSS,-,Unprofitable: Adj Profit=£-14.97,False,0.17560975609756097
1920,FILTERED,40,5056239460004,nan,B08NCJ53G7,FOLDING WATER CARRIER 5LT,"Yibaijia 4 Pack Water Container, 5L Collapsible Drinking Car Water Carrier Container, Outdoor Folding Water Bag for Sport, Hiking, Camping, BBQ, Picnic(Blue)",2.484,7.88,0.551666666666667,0.00210559796437659,50,1.0,4.0,4.0,-6.900333333333333,BUNDLE (4x) - LOSS,-,Unprofitable: Adj Profit=£-6.90,False,0.25274725274725274
1921,EXCLUDED,30,742288764624,5028250720191,B072JH8JGG,MASTER COOK CASSEROLE NON-STICK 28CM,"MasterClass Casserole Dish with Lid, Large 5L/28 cm, Lightweight Cast Aluminium, Induction Hob and Oven Safe, Black",16.728,34.41,3.03499999999999,0.00209454796411318,400,1.0,1.0,1.0,3.03499999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.31788079470198677
1922,EXCLUDED,30,5063322069556,nan,B0BH846ZJ9,LOVE LIFE WAX MELT BURNER MUM,"Cello Amazing Mum Wax Melt & Oil Burner â€“ Porcelain Home Decor, Safe for Children, for Mum from Daughter Son â€“ Elegant Bedroom & Room Decor, Fragrance Your Room.",5.376,11.99,1.05291666666666,0.0020932736911862104,100,1.0,1.0,1.0,1.05291666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.24742268041237114
1923,NEEDS_VERIFICATION,74,5012823030916,nan,B07NNY768K,FALCON ENAMEL ROUND PIE DISH  26CM,FALCON Round Pie Dish White 26CM,4.464,10.69,0.892083333333333,0.0020891881342701003,50,1.0,1.0,1.0,0.892083333333333,1:1 Match,Product: dish; Title sim: 82%,Confirm brand on packaging,False,0.8181818181818182
1924,VERIFIED,95,5039295201040,5039295201040,B0111N9Z1O,HOUSE MATE STAINLESS STEEL CLEANER & POLISH,House Mate Stainless Steel Cleaner and Polisher 400ml (Pack of 1),3.888,10.43,0.791666666666665,0.00208883025505716,50,1.0,1.0,1.0,0.791666666666665,1:1 Match,Exact EAN match; Brand: house mate stainless; Product: cleaner; Title sim: 78%,-,True,0.7777777777777778
1925,EXCLUDED,30,5055490630133,nan,B0FD2QB17D,ONYA DINNER SET 16 PIECES 4 MUGS 4 BOWLS 4 DINNER PLATES 4 SIDE PLATES PURE PERFECTION WHITE,ORIENTOOLS Leaf Blower and Vacuum-3000w Garden Corded Leaves Collector Cleaner 10m Cable Outdoor Leaf Sucker Vacuum with 45L Collection Bag Electric Small Lightweight Air Blower Patios Gutter Driveway,17.136,33.99,3.095,0.00208698583951449,100,16.0,1.0,0.0625,19.159999999999997,SPLIT (1/16) - OK,Weak evidence,Insufficient match evidence,False,0.0136986301369863
1926,EXCLUDED,30,5055319531429,8711557402507,B0776X4PJJ,CREATE IT ESSENTIAL PVA GLUE 250ML,"Collall 250ml All Purpose Premium PVA Glue for Crafting - Fast-Drying Clear Glue Forms Strong, Lasting Bonds on Paper, Card, Wood, Fabric & More - Acid-Free, Water-Resistant Adhesive",1.008,6.3,0.289999999999999,0.0020863309352517896,300,1.0,1.0,1.0,0.289999999999999,1:1 Match,Product: glue,Insufficient match evidence,False,0.14814814814814814
1927,FILTERED,40,6923456811928,14679847439,B0DR717CZH,METAL 6 SKEWER,"18 PCS 6''Stainless Steel Metal Skewers for Kebabs, skewers Stainless Steel, for Air Fryer,Chicken skewers,Turkey Kebabs,BBQ Accessories(18)",1.008,4.99,0.288333333333334,0.0020743405275779397,200,1.0,18.0,18.0,-16.847666666666665,BUNDLE (18x) - LOSS,-,Unprofitable: Adj Profit=£-16.85,False,0.15584415584415584
1928,FILTERED,40,5024418234265,760882499513,B085RMZTMD,SIL PUFFY STICKERS 30X10CM,30 Sheets Puffy Stickers for Kids Children 3D Stickers for Party Bag Fillers Rewarding Gifts Scrapbooking (Random Styles),1.008,4.99,0.288333333333334,0.0020743405275779397,500,1.0,30.0,30.0,-28.943666666666665,BUNDLE (30x) - LOSS,-,Unprofitable: Adj Profit=£-28.94,False,0.272108843537415
1929,NEEDS_VERIFICATION,56,5056295707938,nan,B0796XMC2M,CASA & CASA WIRE COATED DISH RACK LARGE ALMOND,simplywire - Dish Drainer - Anti Rust Drying Rack â€“ Cutlery Basket - White Plastic Coated Steel,9.612,17.99,1.77291666666666,0.0020711643302180603,50,1.0,1.0,1.0,1.77291666666666,1:1 Match,Product: dish,Confirm brand on packaging,False,0.2097902097902098
1930,HIGHLY_LIKELY_EXCLUDED,60,5055706660657,nan,B0CTZG5ZCK,BABY PIPKIN BRUSH & COMB SET,"Baby Hair Comb, 3PCS Baby Hair Brush and Comb Set, Baby Hair Brush Toddler Comb for Newborns & Toddlers, Perfect Baby Registry Gift (Blue)",0.876,3.99,0.265,0.0020703125,100,1.0,3.0,3.0,-1.487,BUNDLE (3x) - LOSS,Product: brush,Match confirmed but unprofitable: Adj Profit=£-1.49,False,0.27710843373493976
1931,EXCLUDED,30,5055441434186,nan,B0FG7VX5Y8,DEKTON CABLE TIES WHITE 100PCS 4.8MMX250MM,"Cable Ties, 100PCS White Plastic Cable Ties 450mmÃ—4.8mm, Heavy Duty Strong Nylon Premium Self Locking 17.72 inch/45cm, Extra Long Zip Tie Wraps for Tidy Wires Workshop Home & Garden",1.68,5.99,0.401666666666666,0.00205982905982905,50,100.0,100.0,1.0,0.401666666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.19642857142857142
1932,VERIFIED,95,5010792749549,5010792749549,B0DPQVJ4NW,HIGHLAND COW PLAQUE FRIENDS,Lesser & Pavey Love & Affection Highland Cow Wooden Plaque - Friends For Home Decor & Gift | Wooden and Acrylic Plaques For Home and Office | Ideal Signs & Plaque Birthday Gifts For Women & Men,6.588,14.99,1.24166666666666,0.00205573951434878,400,1.0,1.0,1.0,1.24166666666666,1:1 Match,Exact EAN match,-,True,0.24545454545454545
1933,EXCLUDED,30,5060082721816,nan,B01N20YNTR,SOZALI SQUARE FOOD BOX 700ML 2PC,Sistema Ultra Airtight Pantry Storage Container | 700 ml Square Food Storage Container | Stackable | with Locking Clips | BPA-Free | Clear with Black Accents,1.38,6.29,0.345416666666667,0.00203186274509804,100,1.0,1.0,1.0,0.345416666666667,1:1 Match,Weak evidence,Insufficient match evidence,False,0.25396825396825395
1934,FILTERED,40,8711252473192,619156335753,B07ZF9MKK4,LIFETIME HAIR COMB ASSORTED,"12 Pieces Hair Combs Set for Women Men 5 Inch Pocket Fine Tooth Hair Comb Unbreakable Plastic, 6 Assorted Colour (12 Pieces)",0.672,3.99,0.225,0.0020270270270270198,100,1.0,12.0,12.0,-7.167000000000001,BUNDLE (12x) - LOSS,-,Unprofitable: Adj Profit=£-7.17,False,0.31788079470198677
1935,FILTERED,40,5056283802744,786748250357,B0FGJPKT8T,GLITTER CARD A4 10PC,"10pcs Silver Card, A4 Glitter Card Sheets, Silver Glitter Non Shed Glitter Cardstock for DIY Crafts, Scrapbook, Birthday Party, Decorations",1.008,5.03,0.281666666666667,0.00202637889688249,100,1.0,10.0,10.0,-8.790333333333333,BUNDLE (10x) - LOSS,-,Unprofitable: Adj Profit=£-8.79,False,0.2138364779874214
1936,NEEDS_VERIFICATION,56,5050203307296,nan,B0B5JM6W4P,BAG WHITE WITH HANDLE PK12 14X21X7,"Small Gift Bags with Handles Bulk 15X8X21cm 30pc Sturdy Paper Bags White for Wedding Party Favor Bags, Grocery Shopping Bags, Retail Merchandise Bags Gift Sacks and Birthday Gift Bags",2.76,8.24,0.576666666666666,0.00202339181286549,200,1.0,1.0,1.0,0.576666666666666,1:1 Match,Product: bag,Confirm brand on packaging,False,0.20276497695852536
1937,EXCLUDED,30,8695122005051,5060757802567,B0BP276YZ7,BROOM & HANDLE TITIZ SOFT ASSORTED COLOURS,"Requisite Needs Indoor Broom Soft Bristle Sweeping Brush - Perfect Kitchen Broom for Laminate, Vinyl, Wooden Floor, living room or bathroom",3.22799999999999,9.99,0.655000000000001,0.0020216049382716,300,1.0,1.0,1.0,0.655000000000001,1:1 Match,Weak evidence,Insufficient match evidence,False,0.2430939226519337
1938,HIGHLY_LIKELY_EXCLUDED,60,5033298009146,5061060060439,B0DHPJT5YS,ESSENTIAL CAKE BOX 12IN,"PACK N TRADE White Cake Box 12 inch, Pack of 10 Square Cardboard Cake Boxes with lids (12 x 12 x 6 Inches), Ideal for Safely Carrying and Transporting Cakes",2.244,9.49,0.488333333333333,0.00201790633608815,600,1.0,10.0,10.0,-19.707666666666668,BUNDLE (10x) - LOSS,Product: box,Match confirmed but unprofitable: Adj Profit=£-19.71,False,0.1787709497206704
1939,FILTERED,40,6938903781617,nan,B0BQGZD7QR,GLASS SUNDAI SET 6PC DSKB153A,Set of 6 Glass Prawn Cocktail Bowls Dishes Stemmed Appetizer Prawn Cocktail Starter Serving Glasses Footed Appetiser Prawn Seafood Shrimp Salad Cocktail Nibbles,4.704,14.99,0.901666666666667,0.00201715137956748,400,1.0,6.0,6.0,-22.618333333333332,BUNDLE (6x) - LOSS,-,Unprofitable: Adj Profit=£-22.62,False,0.19047619047619047
1940,EXCLUDED,30,5050796011143,5060507286098,B0F333D3DV,BRIGHT & HOMELY PLUNGER WOODEN HANDLE MEDIUM,Sink & Drain Plunger Sink Unblocker with Strong Traditional Wooden Handle - Plunger Toilet Unblocker with Strong Suction Performance - Toilet Sink Plungers for Unblocking Kitchen Sink Bath Bathroom,0.744,5.79,0.235,0.00200854700854701,500,1.0,1.0,1.0,0.235,1:1 Match,Weak evidence,Insufficient match evidence,False,0.26556016597510373
1941,FILTERED,40,5010353329166,5010353322822,B07QQBHTT4,MINKY ANTI BACTERIAL MICROFIBRE ROLLS 4PC,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,1.704,6.75,0.395,0.00200507614213198,700,1.0,3.0,3.0,-3.013,BUNDLE (3x) - LOSS,-,Unprofitable: Adj Profit=£-3.01,False,0.3116883116883117
1942,NEEDS_VERIFICATION,62,5029594210799,4045315131601,B013URC1GU,ROLSON  CABEL CUTTING PLIERS VDE INSULATED 160MM,S&R VDE Insulated Diagonal Side Cutter 160mm â€“ 1000V Rated Wire Cutting Pliers | VDE-Tested for Electrical Work,7.8,15.95,1.40166666666666,0.00198817966903073,300,1.0,1.0,1.0,1.40166666666666,1:1 Match,Product: pliers,Confirm brand on packaging,False,0.40993788819875776
1943,EXCLUDED,30,5055706600035,5055596038260,B00ID6OFKO,FOUR SEASONS FOIL SERVING DISH PLS LID,50 x Silver Foil Food Trays/Dishes/Containers & Lids - 120 x 145 x 49 mm (No.2),1.608,7.9,0.373333333333334,0.00197530864197531,800,1.0,1.0,1.0,0.373333333333334,1:1 Match,Product: dish,Insufficient match evidence,False,0.3247863247863248
1944,EXCLUDED,30,5030481930652,5030481930027,B01HILDGK4,PPS FOIL PIZZA 2 PLATTERS,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,1.032,7.39,0.278333333333333,0.0019739952718676,50,1.0,1.0,1.0,0.278333333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.30357142857142855
1945,EXCLUDED,30,8694064005273,nan,B07VDG66G4,HOBBY ROUND BOWL,"Addis 518458 Eco Made from 100% Plastic Round Washing Up Bowl, 7.7 Litre, Recycled Light Grey, 34 x 34 x 13cm",0.468,4.99,0.184583333333333,0.0019636524822695,600,1.0,1.0,1.0,0.184583333333333,1:1 Match,Product: bowl,Insufficient match evidence,False,0.192
1946,EXCLUDED,30,5038756115025,nan,B09K42Z3JN,TRAVEL CARD HOLDER 1500,Genuine Leather Oyster Card Holder Bus Travel Pass Holders - Black,1.944,5.99,0.421666666666666,0.0019431643625192,200,1.0,1.0,1.0,0.421666666666666,1:1 Match,Weak evidence,Insufficient match evidence,False,0.3595505617977528
1947,NEEDS_VERIFICATION,58,8904030700034,nan,B0DB8KCL4C,MORTAR & PESTLE WOODEN SMALL,Mortal & Pestle Mango Wood Natural Wooden Mortar & Pestle Mixing Grinder Set Pill Crusher Kitchen Utensils Housewarming Gift,3.492,9.99,0.665,0.00192196531791907,50,1.0,1.0,1.0,0.665,1:1 Match,Brand: mortar & pestle,Confirm product variant,False,0.2894736842105263
1948,NEEDS_VERIFICATION,69,5032759005864,nan,B00HMDJD38,AMTECH TELESCOPIC PICKUP TOOL,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,2.724,7.19,0.541666666666667,0.0019208037825059101,100,1.0,1.0,1.0,0.541666666666667,1:1 Match,Title sim: 64%,Verify match: moderate title similarity,False,0.6444444444444445
1949,EXCLUDED,30,5027785811329,5010591998025,B0001P03O2,ULTRA FLASHBAND LEAD FINISH 150MMX3M,Bostik Flashband Self Adhesive Flashing Tape Grey - 100mm x 10m - For Roofs - Provides an Instant Water tight Seal,5.256,12.99,0.945000000000001,0.00191683569979716,500,1.0,1.0,1.0,0.945000000000001,1:1 Match,Weak evidence,Insufficient match evidence,False,0.3466666666666667
1950,HIGHLY_LIKELY_EXCLUDED,60,5019923004670,5060589914773,B0B3X8VCQ5,SECURPAK NYLON LOCKING NUT ZINC PLATED M12 PACK OF 6,M12 Nyloc Hex Nut Locking Metal Steel Sheet Zinc Plated 12mm Nut Box of 10pcs,0.792,4.49,0.231666666666667,0.00191460055096419,50,6.0,10.0,1.6666666666666667,-0.2963333333333331,BUNDLE (1x) - LOSS,Product: plate; Title sim: 56%,Match confirmed but unprofitable: Adj Profit=£-0.30,False,0.5581395348837209
1951,FILTERED,40,5055543260851,712417702155,B0DQ8PPZD4,FX POWABUD BRAIDED CABLE IPHONE 5/6/7/8 SPACE,"iPhone Charger Cable, 4Pack 6FT Lightning Cable [MFi Certified] Nylon Braided USB to Lightning iPhone Charger Fast Charging Cable for iPhone 14 13 12 11 Pro Max XS XR X 8 7 6 Plus 5 5s SE",2.82,7.59,0.555,0.0019137931034482704,600,1.0,4.0,4.0,-7.904999999999999,BUNDLE (4x) - LOSS,-,Unprofitable: Adj Profit=£-7.90,False,0.23275862068965517
1952,EXCLUDED,30,6901750163653,nan,B0BPTDTBQR,TRICIRCLE PADLOCK SOLID IRON 50MM,Yale - Y112/50/165/1 Iron Disc Padlock 50mm - Nickel Plated - Hardened Steel Long Shackle - Extreme Corrosion Resistance for Outdoor use,2.616,7.99,0.519583333333333,0.00190323565323565,200,1.0,1.0,1.0,0.519583333333333,1:1 Match,Weak evidence,Insufficient match evidence,False,0.1893491124260355
1953,EXCLUDED,30,5060066941841,198715884869,B0DC1R32FQ,GSD T/B XTRA CLEAN MEDIUM PK12,"Dog & Cat Finger Toothbrush Pack (2) â€“ 360Â° Silicone Pet Toothbrush with Protective Case â€“ Perfect for Puppies, Tartar Removal, Bad Breath & Daily Pet Teeth Cleaning",4.02,8.99,0.741666666666667,0.0019017094017094,800,1.0,1.0,1.0,0.741666666666667,1:1 Match,Weak evidence,Insufficient match evidence,False,0.14
1954,FILTERED,40,5030481960192,nan,B0F3J562CT,PPS PLASTIC DRINK 1/2 PINT 20 GLASSES,"20 PCS Plastic Glasses, Clear Hard Plastics Cups,Plastic Cups Reusable, Iced Coffee Cup, Party Drinking Glasses Christmas Drink Cup for Beer Pool Party Picnic and BBQï¼ˆ170MLï¼‰",0.744,5.99,0.221666666666666,0.00189458689458689,100,1.0,20.0,20.0,-13.914333333333333,BUNDLE (20x) - LOSS,-,Unprofitable: Adj Profit=£-13.91,False,0.24299065420560748
1955,HIGHLY_LIKELY_EXCLUDED,60,5055490651626,5060913008833,B0FDL1V313,GEMS STAINLESS STEEL STOCKPOT SET 4PC AXINITE,Stainless Steel Pots and Pans Set â€“ 8pcs Cookware with Glass Lids â€“ Induction Hob Pot Set â€“ Cooking Saucepan Pots & Frying Pan Set â€“ by Nuovva,55.308,89.99,8.83166666666666,0.0018935820468839299,600,1.0,8.0,8.0,-378.32433333333336,BUNDLE (8x) - LOSS,Product: pot,Match confirmed but unprofitable: Adj Profit=£-378.32,False,0.3384615384615385
1956,HIGHLY_LIKELY_EXCLUDED,60,5056170317771,5053249215341,B09BW2TZ9N,SPRAY ON GREASE 200ML,"Silicone Lubricant Spray - 3 Pack, 200ml Each, Eliminates Squeaking & Sticking, Protects Against Cracking & Hardening",1.14,6.64,0.283333333333333,0.00188888888888888,500,1.0,3.0,3.0,-1.9966666666666668,BUNDLE (3x) - LOSS,Product: spray,Match confirmed but unprofitable: Adj Profit=£-2.00,False,0.2028985507246377
1957,NEEDS_VERIFICATION,66,5014348241525,nan,B0046MHRMM,BEAUFORT SQ FOOD CONTAINER 13 LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,2.556,7.9,0.505833333333334,0.00188743781094527,200,1.0,1.0,1.0,0.505833333333334,1:1 Match,Product: container; Title sim: 56%,Confirm brand on packaging,False,0.5576923076923077
1958,EXCLUDED,30,8414926467410,nan,B0CRZ3T7VM,ALBERO PEG BASKET DIM 117941A,"SXhyf Hard Bristle Crevice Cleaning Brush - Multifunctional Gap Cleaning Brush, Bathroom Cleaning Tools, Grout Brush, Crevice Cleaning Supplies for Household Use, Kitchen, Window, Vehicle (3, Black)",2.556,6.99,0.505,0.0018843283582089501,900,1.0,1.0,1.0,0.505,1:1 Match,Weak evidence,Insufficient match evidence,False,0.15859030837004406
1959,EXCLUDED,30,6269711012946,801786308287,B07LGFR1ZP,SELENA SUNDAE FOOTED 6 PIECES,Glass Dessert Bowls Sundae Ice Cream Set of 6 Short Stemmed Tulip Prawn Cocktail Glasses Appetiser Fruit Salads Pudding Dishes Footed Dessert Sundae Cocktail Bowls,5.448,12.99,0.954999999999999,0.0018762278978388899,300,6.0,6.0,1.0,0.954999999999999,1:1 Match,Weak evidence,Insufficient match evidence,False,0.20833333333333334
