PriorityRank,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,SourceSection
384,NEEDS VERIFICATION,70,FESTIVE MAGIC SEQUINS NUTCRACKER 30CM,"THE TWIDDLERS Wooden Christmas Nutcracker Soldier 30cm / 12"" - Handmade Pine Wood Figure in Red, Silver & White - Traditional Festive Ornament with Moving Mouth for Mantelpiece and Table Centrepiece",4894158146866,5060686327582,B0DDYYFBBB,GBP 6.18,GBP 14.44,GBP 1.03,18.1%,50,1:1 Match,GBP 1.03,Anchor=30cm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
385,NEEDS VERIFICATION,70,CHRISTMAS SOFT PLUSH TOYS 8INCH ASSORTED,"20cm Christmas Reindeer Soft Plush Toy,8"" Cute Xmas Squishy Reindeer Christmas Plush Pillow Toy,Stuffed Animal Deer Plushies Toys for Kids Girls Boys Birthday Gift Xmas Cuddly Toy",5050788433083,-,B0CP9N1GCV,GBP 1.27,GBP 6.49,GBP 0.58,35.8%,100,1:1 Match,GBP 0.58,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
386,NEEDS VERIFICATION,70,STORAGE JAR 50ML GLASS,"50ml Amber Glass Jars 6Pcs, GAUATO Cosmetic Jars with Lids Lotion Container, Empty Glass Pots Face Cream Lotion Storage Jar for Make Up, Sample, Travel Use",8720573955324,-,B0CSXG2MKQ,GBP 0.67,GBP 7.99,GBP 2.26,203.5%,100,Pack mismatch 1->6.00 (need 6 units),GBP -1.10,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
387,NEEDS VERIFICATION,70,DRAPER SINK PLUNGER 135MM,Draper Drain Rod Plunger Attachment 4'' / Heavy Duty Outside Drain Sewer Unblocker / 10635,5010559328949,5010559106356,B007H6XATS,GBP 2.40,GBP 9.05,GBP 0.82,32.2%,50,1:1 Match,GBP 0.82,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
388,NEEDS VERIFICATION,70,FISH TANK NET - 25CM HANDLE,"Aquarium Fishing Net,25cm Handle Fish Tank Quick Catch Mesh for Catching Small Fishes or Debris(Green)",5017403149842,-,B0B8SNGDBZ,GBP 0.74,GBP 5.68,GBP 0.44,37.9%,100,1:1 Match,GBP 0.44,Anchor=25cm; Shared tokens=5,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
389,NEEDS VERIFICATION,70,AMTECH CURTAIN WIRE 30M,Net Curtain Wire and Hooks Set - 30 Meter Curtain wire kit includes 60 Eyes and 60 Hooks - A Multipurpose Wire,5032759031979,5065018615009,B0CMY1M5TW,GBP 6.24,GBP 13.99,GBP 0.91,15.8%,50,1:1 Match,GBP 0.91,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
390,NEEDS VERIFICATION,70,Tie-Out Cable for Dogs,"Dog Tie Out Cable with 360Â° Swivel Lockable Hook and PVC Coating, 10ft 15ft 20ft 25ft 40ft 60ft 120ft Reflective Dog Lead Line, Galvanized Steel Wire Rope for Small Medium Pet Up to 60, 120, 250 lbs",5060226013630,619185317515,B09BVT51RB,GBP 2.62,GBP 8.99,GBP 0.77,28.3%,50,1:1 Match,GBP 0.77,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
391,NEEDS VERIFICATION,70,PRIMA CHAMPAGNE BUCKET,"Premier Housewares Stainless Steel Hammered Effect Champagne Bucket, 20 x 22 x 22 cm, Silver",5038673171845,5018705633763,B001TEGAOG,GBP 4.78,GBP 14.99,GBP 0.84,18.6%,50,1:1 Match,GBP 0.84,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
392,NEEDS VERIFICATION,70,TIDYZ CARRIERS HANDY BAGS 40 PCS 45CM x 57.5cm,Tidyz 2 Packs Of 40 Handy Bags - Carrier Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle 80 Bags In Total,5025364000003,8800202181697,B07F2P9ZXR,GBP 0.80,GBP 6.25,GBP 0.59,48.2%,200,Pack mismatch 1->2.00 (need 2 units),GBP -0.22,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
393,NEEDS VERIFICATION,70,BRIGHT & HOMELY PLANT LABELS 50PCS,"50Pcs Plant Labels, Biodegradable Wooden Sticks, Wooden Plant Labels, Plant Markers, Suitable for Indoor Outdoor Plants & Garden Planters",5050796010672,-,B0B2N5K758,GBP 0.54,GBP 4.99,GBP 0.12,12.5%,200,1:1 (1x50 vs 1x50),GBP 0.12,Anchor=50pcs,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
394,HIGHLY LIKELY - AUDITED OUT,85,KILROCK PLUGHOLE FRESHENER CITRUS FRESH 500ML(SOLD EACH),"Kilrock Plughole Unblocker Bathroom 500ml 2 Pack - Fast-Acting Drain Unblocker for Showers, Baths & Sinks - Removes Hair, Sludge & Soap Scum - Clears Blockages & Restores Fast Flow",5014353092389,-,B00VHWXWOG,GBP 2.68,GBP 7.49,GBP 0.12,4.2%,50,Pack mismatch 1->2.00 (need 2 units),GBP -2.56,Brand match (KILROCK); Anchor=500ml,Adjusted Profit ≤ 0 after pack ratio,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
395,NEEDS VERIFICATION,70,FALCON ENAMEL ROASTER ROUND 20CM,"Barmans BYX0B0A6289 Enamel Roaster with Lid, White, 20cm",5012823030039,-,B01MZHIBA9,GBP 10.62,GBP 17.88,GBP 0.86,9.1%,50,1:1 Match,GBP 0.86,Brand partial; Anchor=20cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
396,NEEDS VERIFICATION,70,KIDS CREATE DOUGH SET AND TOOLS 12PCE,"Dough Tools and Cutters for Kids, 41Pcs Dough Accessories Molds, Shape, Scissors, Rolling Pin, Play Mat with Storage Bag, Arts and Crafts Kits Gift for Boys Girls",5012128617287,761989167848,B09177BJ3V,GBP 2.58,GBP 13.99,GBP 3.58,132.7%,500,Pack mismatch 1->3.42 (need 4 units),GBP -2.65,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
397,NEEDS VERIFICATION,70,TROPHY SET 6PC,"Trophies, 6pcs Trophies Medals Set Mini Winner Award Trophies Reward Prizes Plastic Trophy Model Prize Cup Toy Competitions Awards Toy Costume Parties Supplies",5056239445049,-,B0D4QV6X6H,GBP 1.77,GBP 7.90,GBP 0.62,30.5%,50,1:1 (1x6 vs 1x6),GBP 0.62,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
398,NEEDS VERIFICATION,70,BRIGHT & HOMELY TAPE HEAVY DUTY PARCEL CLEAR 65M X 48MM EACH,"Fit For The Job Parcel Tape - Heavy-Duty Clear Tape for Packing Boxes, 48mm x 66m, 6 Rolls - Low Noise General Purpose Packing, Secure Sticky Seal, Perfect for Moving House",5050796012171,-,B0D81D26CT,GBP 0.89,GBP 5.75,GBP 0.37,28.5%,100,1:1 Match,GBP 0.37,Anchor=48mm; Shared tokens=6,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
399,NEEDS VERIFICATION,70,ROLSON WIRE ROPE CUTTER 190MM,"LABABE 190 mm Wire Rope and Wire Cutters,190mm Cable Cutters Wire Rope and Wire Cutters with Soft Grip Handles",5029594205474,6942418959065,B07Q21G3T9,GBP 4.45,GBP 10.99,GBP 0.70,16.4%,50,1:1 Match,GBP 0.70,Brand partial; Anchor=190mm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
400,NEEDS VERIFICATION,70,MORTAR & PESTLE WOODEN SMALL,Mortal & Pestle Mango Wood Natural Wooden Mortar & Pestle Mixing Grinder Set Pill Crusher Kitchen Utensils Housewarming Gift,8904030700034,-,B0DB8KCL4C,GBP 3.49,GBP 9.99,GBP 0.67,19.2%,50,1:1 Match,GBP 0.67,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
401,NEEDS VERIFICATION,70,RUBBER RING & BONE DOG TOYS 3 COLOURS,"Nerf Dog 3-Ring Rubber Tug Toy, 10.5-Inch Lightweight Water-Resistant Interactive Toy for Dogs, Blue/Green/Orange",5015302200589,846998038454,B07CMC5LGC,GBP 1.75,GBP 7.69,GBP 0.55,27.3%,50,1:1 Match,GBP 0.55,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
402,NEEDS VERIFICATION,70,B & CO REUSABLE AIR FRYER NON STICK SQUARE LINERS 2PCS,"Vicloon Silicone Air Fryer Liners, 2PCS 7.87x5.31 Square Reusable Silicone Mats, Non-Stick Air Fryer Mats for Baking, Steaming, Cooking",5050565735805,-,B0B8HMLZSZ,GBP 0.85,GBP 4.99,GBP 0.45,35.6%,50,1:1 (1x2 vs 1x2),GBP 0.45,Anchor=2pcs; Shared tokens=8,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
403,NEEDS VERIFICATION,70,WALL CLOCK PP 3 ASSORTED 30CM,"Wall Clock 30cm Silent Non-Ticking, Big Numbers Easy to Read Round Quartz Analog Clocks for Home Office School Kitchen,12 Inch",8205739544715,755738293957,B09L4R376Q,GBP 5.17,GBP 11.89,GBP 0.02,0.4%,200,1:1 Match,GBP 0.02,Anchor=30cm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
404,NEEDS VERIFICATION,70,ADORN SERVING TONGS 24CM,"Food Tongs 24cm, Heavy Duty Stainless Steel Kitchen Tongs for Cooking, Barbecue, Serving Scissors Tongs - Buffet Pliers",6923456780316,659408366494,B08PP12ZC3,GBP 0.85,GBP 5.99,GBP 0.41,32.7%,50,1:1 Match,GBP 0.41,Anchor=24cm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
405,NEEDS VERIFICATION,85,ULTRATAPE PICTURE FRAME TAPE 24MMX50M,Ultratape / Picture Frame Tape / 48mm x 33m,5027785817369,5027785811817,B073VPL2VQ,GBP 1.15,GBP 6.53,GBP 0.43,28.6%,50,1:1 Match,GBP 0.43,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
406,NEEDS VERIFICATION,70,PPS PLASTIC 100 PLATES 18CM,100 WHITE PLASTIC PLATES - 7 inch/18cm quality durable plates ideal for hot and cold food,5030481981234,-,B00NTZKZ3K,GBP 2.84,GBP 7.99,GBP 0.33,11.3%,100,1:1 Match,GBP 0.33,Anchor=18cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
407,NEEDS VERIFICATION,85,DECOR BARISTA COFFEE CUP 240ML ASSORTED,ecooe 2x240ml Double Walled Coffee Glasses Mugs Cappuccino Latte Macchiato Glasses Cups with Handle Borosilicate Heat Resistant Glass Cups for Coffee Tea Milk Juice Ice Cream,9300621043525,-,B08Z7M5QZV,GBP 6.71,GBP 13.99,GBP 0.33,5.3%,100,1:1 Match,GBP 0.33,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
408,NEEDS VERIFICATION,70,MIRROR BALL BAUBLE 20CM RED,"Benjia Extra Large Christmas Baubles, Giant Big Huge Xmas Shatterproof Plastic Ball Ornaments Set for Outdoor Outside Lawn Yard Tree Hanging Decorations Decor (20cm/200mm, 2 Packs, Red)",5061094462292,-,B0CBX5NTRH,GBP 7.26,GBP 17.99,GBP 0.54,8.2%,50,1:1 Match,GBP 0.54,Anchor=20cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
409,NEEDS VERIFICATION,70,DEKTON MALLET RUBBER 32OZ,"Toolzone Rubber Mallet, 32oz, Red and Black, Fibreglass Handle",5055441408408,5055143918083,B08NZT7GL7,GBP 3.29,GBP 9.30,GBP 0.28,8.5%,100,1:1 Match,GBP 0.28,Anchor=32oz,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
410,NEEDS VERIFICATION,70,DEKTON CABLE TIES WHITE 100PCS 4.8MMX250MM,"Cable Ties, 100PCS White Plastic Cable Ties 450mmÃ-4.8mm, Heavy Duty Strong Nylon Premium Self Locking 17.72 inch/45cm, Extra Long Zip Tie Wraps for Tidy Wires Workshop Home & Garden",5055441434186,-,B0FG7VX5Y8,GBP 1.68,GBP 5.99,GBP 0.40,20.6%,50,1:1 (1x100 vs 1x100),GBP 0.40,Anchor=100pcs; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
411,HIGHLY LIKELY - AUDITED OUT,95,KILROCK SERVICE-PRO COFFEE MACHINE DESCALER 150ML(SOLD EACH),Kilrock Service Pro Coffee Machine Descaler & Cleaner 2 x 150ml,5014353089266,-,B008FNVJEU,GBP 3.96,GBP 9.73,GBP 0.63,16.4%,100,Amazon is 2-pack; supplier is sold each (RSU=2),GBP -3.33,Brand match (KILROCK); size=150ml,RSU=2 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
412,NEEDS VERIFICATION,70,KEELECO HUGGY GIRAFFE 28CM,Keel Toys 28cm Keeleco Huggy Giraffe,5027148067165,-,B0CC6BRBKJ,GBP 7.99,GBP 13.88,GBP 0.21,2.9%,100,1:1 Match,GBP 0.21,Anchor=28cm; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
413,HIGHLY LIKELY - AUDITED OUT,85,PLAYWRITE CHRISTMAS CYO MASKS,Playwrite Pack of 12 Christmas design cardboard masks,5016064115777,-,B07R99H8KK,GBP 0.34,GBP 4.99,GBP 0.29,35.5%,50,Pack mismatch 1->12.00 (need 12 units),GBP -3.40,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
414,NEEDS VERIFICATION,85,CABANA ROUND TINS SET OF 3,"Cooksmart English Meadow Set of 3 Round Cake Tins, English Meadows",5024418609810,5060766132617,B0BY5MH1D8,GBP 6.85,GBP 16.49,GBP 0.14,2.3%,100,1:1 (3x1 vs 3x1),GBP 0.14,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
415,NEEDS VERIFICATION,85,HOBBY TRENT TALL 3 FOOD CONTAINER 0.55LTR,DÃ©cor Tellfresh Tall Large Storage Container with Pantry Scoop / Large Airtight Container / Practical & Stackable Design / 3L Capacity,8694064020160,-,B07P9W8P8H,GBP 1.45,GBP 5.99,GBP 0.07,4.1%,100,1:1 Match,GBP 0.07,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
416,NEEDS VERIFICATION,85,LYNWOOD DECORATORS COVER SHEET 5M X 4M,"Pack of 6 Large Plastic Dust Sheets for Decorating 4m x 4m Decorators Polythene Paint Covers Sheeting for Furniture & Flooring etc,",8711451013991,5060785160127,B08TVZV8VD,GBP 1.14,GBP 10.99,GBP 3.18,211.9%,200,Pack mismatch 1->6.00 (need 6 units),GBP -2.52,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
417,NEEDS VERIFICATION,85,PRICE & KENSINGTON 2 CUP TEAPOT MATT NAVY,Price & Kensington Black 6 Cup Teapot,5010853210520,5010853110851,B0013IUIPA,GBP 5.45,GBP 14.78,GBP 0.05,0.9%,100,1:1 Match,GBP 0.05,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
418,NEEDS VERIFICATION,70,PRIMA STAINLESS STEEL FOOD TONG 24CM,"Food Tongs 24cm, Heavy Duty Stainless Steel Kitchen Tongs for Cooking, Barbecue, Serving Scissors Tongs - Buffet Pliers",5038673182902,-,B08PP12ZC3,GBP 1.37,GBP 5.99,GBP 0.14,8.5%,50,1:1 Match,GBP 0.14,Brand partial; Anchor=24cm; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
419,NEEDS VERIFICATION,70,MELAMINE CUP ASSORTED 8XH11CM,"4PCS Plastic Cups with Handles,Stacking Camping Mugsï¼ŒMelamine Mugs Cups That Can Be Safely Used in Dishwasher and Microwave",8720573867436,-,B0CDK1HWWW,GBP 1.27,GBP 8.98,GBP 2.34,145.4%,100,Pack mismatch 1->4.00 (need 4 units),GBP -1.48,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
420,NEEDS VERIFICATION,70,BACOFOIL EASY CUT KITCHEN FOIL REFILL 15M,"3 x Easy Cut Refill Kitchen Foil 300mm, 15m",5023139270705,9876553908060,B08TCDBQTC,GBP 2.95,GBP 13.13,GBP 2.90,96.4%,500,Pack mismatch 1->3.00 (need 3 units),GBP -3.00,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
421,HIGHLY LIKELY - AUDITED OUT,85,FAIRY MAX POWER TEARDROP SCOURER,"Addis Fairy Originals Non Scratch General Dual Sponge Scourer with Crystals, Pack of 6, Green One Size",5010303194523,5010303179995,B09P1G3YJ5,GBP 0.90,GBP 5.99,GBP 0.49,37.8%,100,Pack mismatch 1->6.00 (need 6 units),GBP -4.01,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
422,HIGHLY LIKELY - AUDITED OUT,95,151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,5053249219745,-,B07CCLYFJ2,GBP 2.82,GBP 10.83,GBP 1.47,50.8%,100,Amazon is 3-pack; supplier appears single (RSU=3),GBP -4.17,Brand match (151); size=400ml; color=metallic silver,RSU=3 makes Adjusted Profit <= 0,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
423,NEEDS VERIFICATION,70,ROYALFORD FORGED SAUCEPAN 16CM BLACK,"Scoville NEVERSTICK 16cm Saucepan with Lid, Small Non Stick Saucepan, 1.1L Capacity, Easy to Grip Handle, PFOA Free, Dishwasher Safe, Suitable for All Hobs Including Induction, Aluminium, Black",6294016434391,5022014100106,B0869Q7BSN,GBP 7.26,GBP 15.00,GBP 0.07,1.1%,50,1:1 Match,GBP 0.07,Anchor=16cm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
424,NEEDS VERIFICATION,85,SECURPLUMB PS ELBOW 15MM,Pipestation 15mm Compression Elbow Connectors (Pack of 2) / Durable Compression Joint Plumbing Fittings for Copper Plumbing Pipe Connectors / 15mm Chrome Compressions Plumbers Pipe Fitting,5019923196221,-,B09NW5T692,GBP 1.02,GBP 5.99,GBP 0.43,30.9%,100,Pack mismatch 1->2.00 (need 2 units),GBP -0.59,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
425,NEEDS VERIFICATION,85,APOLLO SS FOOD RINGS SET2,Andrew James Cooking Rings / Set of 4 Stainless Steel Chef Rings for Moulding & Presentation / Includes Food Press & Lifter / Freezer Oven & Dishwasher Safe (4cm x 6cm),5026180023061,5060415768143,B075V6BMYJ,GBP 1.21,GBP 8.99,GBP 1.97,126.4%,100,Pack mismatch 1->4.00 (need 4 units),GBP -1.66,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
426,HIGHLY LIKELY - AUDITED OUT,85,VACUUM BAGS 60 X 80CM,"6 Pack Large(60 * 80cm) Vacuum Storage Bags,Vacuum Compression Zipper Storage Bags with Airtight Valve and Hand Pump,Save 80% More Storage Space Work",5056557803088,717024206997,B0DDBYJ28D,GBP 0.90,GBP 6.99,GBP 0.12,8.8%,100,Pack mismatch 1->6.00 (need 6 units),GBP -4.38,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
427,NEEDS VERIFICATION,70,MASTERCOOK COOKS BLACK HANDLE 8 INCH,"MasterClass Pan Handle Sleeve Set for Cast Aluminium Casserole Dishes, Easy Grip Silicone, 3 Pieces, Black",5085117830059,5057982061685,B08DL2DLJF,GBP 1.88,GBP 8.90,GBP 1.26,59.3%,300,Pack mismatch 1->3.00 (need 3 units),GBP -2.51,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
428,HIGHLY LIKELY - AUDITED OUT,85,AIR FRESHENER GEL BEADS 150GRM,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Relaxing Zen, Pack of 8 (8 x 150g)",5056170319188,5000204539769,B0132UMMK0,GBP 1.21,GBP 9.24,GBP 1.17,75.2%,500,Pack mismatch 1->8.00 (need 8 units),GBP -7.30,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
429,HIGHLY LIKELY - AUDITED OUT,85,STRETCHERZ MINIS STRETCH SQUAD,"Stretcherz Mini Stretch Squad 20 Pack Fidget Toys Set / Stress Relief, Anxiety Relief & Calming Squishy Fidget Toy / Sensory Toy Playset / Party Bag Fillers For Birthday, Parties, Schools / 3+",5050837674641,-,B0FG8J89T4,GBP 1.14,GBP 19.95,GBP 10.22,681.4%,50,Pack mismatch 1->20.00 (need 20 units),GBP -11.44,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
430,HIGHLY LIKELY - AUDITED OUT,85,PYREX BUTTERFLY RECTANGULAR DISH SET OF 2,Pyrex - Set of 3 Rectangular Oven Dishes - Ideal for 2 to 6 People - 3 Sizes - Borosilicate Glass - Wide Handles - Extreme Resistance - Dishwasher Safe - Made in France,3426470299985,-,B0BN8J4WLM,GBP 14.50,GBP 26.89,GBP 0.59,4.7%,400,Pack mismatch 1->1.50 (need 2 units),GBP -6.66,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
431,HIGHLY LIKELY - AUDITED OUT,85,STORAGE HOOKS UNIVERSAL TWIN PK,"Universal Heavy Duty Garage Storage Hooks Set, 30kg Load Capacity per Hook (6 Pack)",5056239433404,5000359110608,B006ZBFLNO,GBP 1.77,GBP 8.50,GBP 1.30,64.0%,400,Pack mismatch 1->6.00 (need 6 units),GBP -7.56,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
432,NEEDS VERIFICATION,70,SWIRL TUMBLE DRYER SHEETS LAVENDER 35PK,4X Swirl Lavender Tumble Dryer Sheets - 40 per Pack,5053249249056,5053249239842,B085W8MDLH,GBP 1.37,GBP 7.64,GBP 0.99,58.4%,200,Pack mismatch 1->4.00 (need 4 units),GBP -3.12,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
433,HIGHLY LIKELY - AUDITED OUT,85,GLASS TEALIGHT HOLDER 3 ASSORTED HC6703070,"Tea Light Candle Holders, 12 pack Glass Tealight Holders (Ã˜5.3 X H3.5cm) Clear Tea Light Holder for Wedding Candle, Party, Home Table Decoration",8721037005890,-,B0DXVG711N,GBP 0.85,GBP 8.88,GBP 2.16,171.4%,50,Pack mismatch 1->12.00 (need 12 units),GBP -7.21,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
434,NEEDS VERIFICATION,70,DRAPER HSS DRILL BIT 1.5 MM,"Draper 18551 Combined HSS and Masonry Drill Bit Set, Blue, 17 Pcs",5059482059971,-,B009RM6PGU,GBP 0.74,GBP 12.93,GBP 5.16,440.6%,100,Pack mismatch 1->17.00 (need 17 units),GBP -6.75,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
435,NEEDS VERIFICATION,70,BEAUTY HAIR GRIP ROLLERS 5 PACK,42 pcs x 15mm Small Self Grip Hair Rollers Salon Hairdressing Curlers - By Beauty Care,5014749160333,5014749165598,B01MZARJ6G,GBP 0.74,GBP 6.99,GBP 1.43,121.8%,200,Pack mismatch 1->8.40 (need 9 units),GBP -4.08,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
436,NEEDS VERIFICATION,70,SUPER DREAMER COMPLETE SET HERMOINE DOUBLE,"Lekesky Fluffy Double Duvet Set, Winter Fluffy Bedding Doubleï¼ŒSoft Warm Teddy Fleece Duvet Set 3pcs (1x Shaggy Duvet Cover + 2x Pillowcases), Beige",5051346803522,-,B0D3PRH84Q,GBP 12.10,GBP 49.99,GBP 19.45,183.0%,100,Pack mismatch 1->3.00 (need 3 units),GBP -4.74,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
437,NEEDS VERIFICATION,70,TALA STAINLESS STEEL ESPRESSO SPOONS SET OF 4,"Q&A 12 Pieces 4"" Stainless Steel Mini Coffee Spoons Demitasse Espresso Spoons",5012904060221,704888379288,B07G3G3R74,GBP 2.84,GBP 9.99,GBP 2.17,74.5%,50,Pack mismatch 1->3.00 (need 3 units),GBP -3.51,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
438,NEEDS VERIFICATION,70,BEAU MERMAID 12PK HAIR TIES W/ STARFISH,"Hair Scrunchies, 8 Pack Shiny Metallic Scrunchies Elastic Hair Ties Colorful Mermaid Hair Bands Ponytail Holders Soft Hair Scrunchy Bobbles Hair Accessories for Women Girls, Gym Dance Party or Club",5050565849304,745302704996,B07NMLJY9B,GBP 1.01,GBP 5.27,GBP 1.06,76.4%,500,Pack mismatch 1->8.00 (need 8 units),GBP -5.99,-,"EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
439,NEEDS VERIFICATION,85,HOBBY NICKEL STORAGE BOX WITH LID 12LTR,"4 x 12 Litre Storage Boxes With Lids Set of 4, Clear Multipurpose Nestable Stackable Plastic Storage Box With Lid Clear Containers For Home, Kitchen, Garage, Office, Accessories",8694064044326,-,B0G1ZP8C2T,GBP 3.90,GBP 16.95,GBP 5.80,152.5%,100,Pack mismatch 1->4.00 (need 4 units),GBP -5.90,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
440,NEEDS VERIFICATION,85,MARKSMAN STAINLESS STEEL HOOKS 3PCE,"15-Pack S Hooks for Hanging, Stainless Steel S Shape Metal Hooks, Multipopused S Hanging Hooks for Kitchen, Bathroom, Shop, 10 cm",5038673686189,-,B0CDX3Y6KY,GBP 1.21,GBP 4.99,GBP 0.22,14.1%,100,Pack mismatch 1->5.00 (need 5 units),GBP -4.62,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
